,Symbol,Name,Sector,industry,Exchange,CIK
3700,SRT,"StarTek, Inc.",Technology,Professional Services,NYSE,1031029
3701,SRV,The Cushing MLP Total Return Fund,,,NYSE,1400897
3702,SSD,"Simpson Manufacturing Company, Inc.",Capital Goods,Industrial Machinery/Components,NYSE,920371
3703,SSFN,Stewardship Financial Corp,Finance,Major Banks,NASDAQ,1023860
3704,SSH,Sunshine Heart Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,1506492
3705,SSI,"Stage Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,1072048
3706,SSN,Samson Oil & Gas Limited,Energy,Oil & Gas Production,AMEX,1404079
3707,SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1402436
3708,SSNI,"Silver Spring Networks, Inc.",Technology,Computer Communications Equipment,NYSE,1180079
3709,SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting,NYSE,832428
3710,SSTK,"Shutterstock, Inc.",Technology,EDP Services,NYSE,1549346
3711,SSW,Seaspan Corporation,Transportation,Marine Transportation,NYSE,1332639
3712,SSY,"SunLink Health Systems, Inc.",Health Care,Hospital/Nursing Management,AMEX,96793
3713,SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment,NASDAQ,1517396
3714,ST,Sensata Technologies Holding N.V.,Capital Goods,Industrial Machinery/Components,NYSE,1477294
3715,STAA,STAAR Surgical Company,Health Care,Ophthalmic Goods,NASDAQ,718937
3716,STAF,"Staffing 360 Solutions, Inc.",Technology,Professional Services,NASDAQ,1499717
3717,STAG,"Stag Industrial, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,1479094
3718,STAY,"Extended Stay America, Inc.",Consumer Services,Hotels/Resorts,NYSE,1581164
3719,STB,Student Transportation Inc,Transportation,Other Transportation,NASDAQ,1419465
3720,STBA,"S&T Bancorp, Inc.",Finance,Major Banks,NASDAQ,719220
3721,STBZ,State Bank Financial Corporation.,Finance,Major Banks,NASDAQ,1497275
3722,STC,Stewart Information Services Corporation,Finance,Specialty Insurers,NYSE,94344
3723,STDY,SteadyMed Ltd.,Health Care,Major Pharmaceuticals,NASDAQ,1619087
3724,STE,STERIS plc,Health Care,Industrial Specialties,NYSE,1624899
3725,STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers,NASDAQ,874977
3726,STI,"SunTrust Banks, Inc.",Finance,Major Banks,NYSE,750556
3727,STJ,"St. Jude Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NYSE,203077
3728,STK,"Columbia Seligman Premium Technology Growth Fund, Inc",,,NYSE,1471420
3729,STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling,NASDAQ,351834
3730,STKS,"The ONE Group Hospitality, Inc.",Consumer Services,Restaurants,NASDAQ,1399520
3731,STL,Sterling Bancorp,Finance,Major Banks,NYSE,93451
3732,STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore,NASDAQ,1022671
3733,STLY,"Stanley Furniture Company, Inc.",Consumer Durables,Home Furnishings,NASDAQ,797465
3734,STM,STMicroelectronics N.V.,Technology,Semiconductors,NYSE,932787
3735,STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1264587
3736,STMP,Stamps.com Inc.,Miscellaneous,Business Services,NASDAQ,1082923
3737,STN,SPDR MSCI Europe Energy UCITS ETF,Consumer Services,Military/Government/Technical,NYSE,898660
3738,STON,StoneMor Partners L.P.,Consumer Services,Other Consumer Services,NYSE,1286131
3739,STOR,STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts,NYSE,1075658
3740,STRA,"Strayer Education, Inc.",Consumer Services,Other Consumer Services,NASDAQ,1013934
3741,STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical,NASDAQ,874238
3742,STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services,NASDAQ,1008586
3743,STRP,Straight Path Communications Inc.,Public Utilities,Telecommunications Equipment,AMEX,1574460
3744,STRS,"Stratus Properties, Inc.",Consumer Services,Homebuilding,NASDAQ,885508
3745,STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.,NASDAQ,933034
3746,STS,"Supreme Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,AMEX,350846
3747,STT,State Street Corporation,Finance,Major Banks,NYSE,93751
3748,STV,"China Digital TV Holding Co., Ltd.",Technology,Computer Software: Prepackaged Software,NYSE,1405503
3749,STWD,"STARWOOD PROPERTY TRUST, INC.",Consumer Services,Real Estate Investment Trusts,NYSE,1465128
3750,STX,Seagate Technology PLC,Technology,Electronic Components,NASDAQ,1137789
3751,STZ,Constellation Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),NYSE,16918
3752,SUI,"Sun Communities, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,912593
3753,SUM,"Summit Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE,1621563
3754,SUMR,"Summer Infant, Inc.",Consumer Durables,Miscellaneous manufacturing industries,NASDAQ,1314772
3755,SUN,Sunoco LP,Energy,Oil Refining/Marketing,NYSE,95304
3756,SUNS,Solar Senior Capital Ltd.,,,NASDAQ,1508171
3757,SUNW,"Sunworks, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,709519
3758,SUP,"Superior Industries International, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE,95552
3759,SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1356576
3760,SVBI,Severn Bancorp Inc,Finance,Major Banks,NASDAQ,868271
3761,SVT,"Servotronics, Inc.",Capital Goods,Industrial Machinery/Components,AMEX,89140
3762,SVU,SuperValu Inc.,Consumer Non-Durables,Food Distributors,NYSE,95521
3763,SVVC,"Firsthand Technology Value Fund, Inc.",,,NASDAQ,1495584
3764,SWC,Stillwater Mining Company,Basic Industries,Precious Metals,NYSE,931948
3765,SWFT,Swift Transportation Company,Transportation,Trucking Freight/Courier Services,NYSE,1492691
3766,SWHC,Smith & Wesson Holding Corporation,Capital Goods,Ordnance And Accessories,NASDAQ,1092796
3767,SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,1111863
3768,SWK,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components,NYSE,93556
3769,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,NASDAQ,4127
3770,SWM,"Schweitzer-Mauduit International, Inc.",Basic Industries,Paper,NYSE,1000623
3771,SWN,Southwestern Energy Company,Energy,Oil & Gas Production,NYSE,7332
3772,SWX,Southwest Gas Corporation,Public Utilities,Oil & Gas Production,NYSE,92416
3773,SWZ,"Swiss Helvetia Fund, Inc. (The)",,,NYSE,813623
3774,SXC,"SunCoke Energy, Inc.",Basic Industries,Steel/Iron Ore,NYSE,1514705
3775,SXCP,"SunCoke Energy Partners, L.P.",Basic Industries,Steel/Iron Ore,NYSE,1555538
3776,SXE,"Southcross Energy Partners, L.P.",Public Utilities,Natural Gas Distribution,NYSE,1547638
3777,SXI,Standex International Corporation,Technology,Industrial Machinery/Components,NYSE,310354
3778,SXL,Sunoco Logistics Partners LP,Energy,Natural Gas Distribution,NYSE,1161154
3779,SXT,Sensient Technologies Corporation,Basic Industries,Major Chemicals,NYSE,310142
3780,SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks,NASDAQ,835324
3781,SYF,Synchrony Financial,Finance,Finance: Consumer Services,NYSE,1601712
3782,SYK,Stryker Corporation,Health Care,Medical/Dental Instruments,NYSE,310764
3783,SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services,NASDAQ,1010612
3784,SYMC,Symantec Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ,849399
3785,SYMX,"Synthesis Energy Systems, Inc.",Basic Industries,Major Chemicals,NASDAQ,1375063
3786,SYNA,Synaptics Incorporated,Technology,EDP Services,NASDAQ,817720
3787,SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,1408278
3788,SYNL,Synalloy Corporation,Basic Industries,Steel/Iron Ore,NASDAQ,95953
3789,SYNT,"Syntel, Inc.",Technology,EDP Services,NASDAQ,1040426
3790,SYPR,"Sypris Solutions, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,864240
3791,SYRG,Synergy Resources Corporation,Energy,Oil & Gas Production,AMEX,1413507
3792,SYRX,Sysorex Global,Technology,EDP Services,NASDAQ,1529113
3793,SYX,Systemax Inc.,Consumer Services,Catalog/Specialty Distribution,NYSE,945114
3794,SYY,Sysco Corporation,Consumer Non-Durables,Food Distributors,NYSE,96021
3795,SZC,Cushing Renaissance Fund (The),,,NYSE,1506488
3796,T,AT&T Inc.,Public Utilities,Telecommunications Equipment,NYSE,1026304
3797,TA,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket,NASDAQ,1378453
3798,TACT,TransAct Technologies Incorporated,Technology,Computer peripheral equipment,NASDAQ,1017303
3799,TAIT,Taitron Components Incorporated,Consumer Non-Durables,Electronic Components,NASDAQ,942126
3800,TAL,TAL Education Group,Consumer Services,Other Consumer Services,NYSE,1331745
3801,TALL,RBC S&P 500 Trend Allocator Index ETN,Finance,Commercial Banks,NASDAQ,1011601
3802,TAP,Molson Coors Brewing  Company,Consumer Non-Durables,Beverages (Production/Distribution),NYSE,919482
3803,TASR,"TASER International, Inc.",Capital Goods,Ordnance And Accessories,NASDAQ,1069183
3804,TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants,NASDAQ,809248
3805,TAT,Transatlantic Petroleum Ltd,Energy,Oil & Gas Production,AMEX,1092289
3806,TATT,TAT Technologies Ltd.,Capital Goods,Aerospace,NASDAQ,808439
3807,TAX,"Liberty Tax, Inc.",Miscellaneous,Multi-Sector Companies,NASDAQ,1528930
3808,TAYD,"Taylor Devices, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,96536
3809,TBBK,"The Bancorp, Inc.",Finance,Major Banks,NASDAQ,1295401
3810,TBI,"TrueBlue, Inc.",Technology,Professional Services,NYSE,768899
3811,TBIO,"Transgenomic, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ,1043961
3812,TBK,"Triumph Bancorp, Inc.",Finance,Major Banks,NASDAQ,1539638
3813,TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions,NASDAQ,1447051
3814,TBPH,"Theravance Biopharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1583107
3815,TCAP,Triangle Capital Corporation,,,NYSE,1379785
3816,TCB,TCF Financial Corporation,Finance,Major Banks,NYSE,814184
3817,TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks,NASDAQ,1077428
3818,TCBK,TriCo Bancshares,Finance,Major Banks,NASDAQ,356171
3819,TCCO,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,96699
3820,TCFC,The Community Financial Corporation,Finance,Major Banks,NASDAQ,855874
3821,TCI,"Transcontinental Realty Investors, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,733590
3822,TCO,"Taubman Centers, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,890319
3823,TCP,"TC PipeLines, LP",Public Utilities,Natural Gas Distribution,NYSE,1075607
3824,TCPC,TCP Capital Corp.,,,NASDAQ,1370755
3825,TCRD,"THL Credit, Inc.",,,NASDAQ,1464963
3826,TCS,Container Store (The),Consumer Services,Home Furnishings,NYSE,1411688
3827,TCX,Tucows Inc.,Technology,EDP Services,NASDAQ,909494
3828,TDC,Teradata Corporation,Technology,Computer Manufacturing,NYSE,816761
3829,TDF,"Templeton Dragon Fund, Inc.",,,NYSE,919893
3830,TDG,Transdigm Group Incorporated,Capital Goods,Military/Government/Technical,NYSE,1260221
3831,TDOC,"Teladoc, Inc.",Health Care,Medical/Nursing Services,NYSE,1477449
3832,TDS,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,NYSE,1051512
3833,TDW,Tidewater Inc.,Consumer Services,Marine Transportation,NYSE,98222
3834,TDY,Teledyne Technologies Incorporated,Capital Goods,Industrial Machinery/Components,NYSE,1094285
3835,TEAM,Atlassian Corporation Plc,Technology,Computer Software: Prepackaged Software,NASDAQ,805054
3836,TEAR,TearLab Corporation,Health Care,Medical/Dental Instruments,NASDAQ,1299139
3837,TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ,790703
3838,TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,842023
3839,TEDU,"Tarena International, Inc.",Consumer Services,Other Consumer Services,NASDAQ,1592560
3840,TEI,"Templeton Emerging Markets Income Fund, Inc.",,,NYSE,909112
3841,TEL,TE Connectivity Ltd.,Consumer Non-Durables,Electronic Components,NYSE,1385157
3842,TEN,Tenneco Inc.,Capital Goods,Auto Parts:O.E.M.,NYSE,1024725
3843,TEP,"Tallgrass Energy Partners, LP",Public Utilities,Natural Gas Distribution,NYSE,1569134
3844,TER,"Teradyne, Inc.",Capital Goods,Electrical Products,NYSE,97210
3845,TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central,NASDAQ,1599947
3846,TESO,Tesco Corporation,Energy,Metal Fabrications,NASDAQ,1022705
3847,TESS,TESSCO Technologies Incorporated,Consumer Non-Durables,Electronic Components,NASDAQ,927355
3848,TEVA,Teva Pharmaceutical Industries Limited,Health Care,Major Pharmaceuticals,NYSE,818686
3849,TEX,Terex Corporation,Capital Goods,Construction/Ag Equipment/Trucks,NYSE,97216
3850,TFSL,TFS Financial Corporation,Finance,Savings Institutions,NASDAQ,1381668
3851,TFX,Teleflex Incorporated,Health Care,Medical/Dental Instruments,NYSE,96943
3852,TG,Tredegar Corporation,Capital Goods,Metal Fabrications,NYSE,850429
3853,TGC,"Tengasco, Inc.",Energy,Oil & Gas Production,AMEX,1001614
3854,TGEN,Tecogen Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ,1537435
3855,TGH,Textainer Group Holdings Limited,Technology,Diversified Commercial Services,NYSE,1413159
3856,TGI,"Triumph Group, Inc.",Capital Goods,Aerospace,NYSE,1021162
3857,TGLS,Tecnoglass Inc.,Consumer Durables,Electronic Components,NASDAQ,1534675
3858,TGP,Teekay LNG Partners L.P.,Consumer Services,Marine Transportation,NYSE,1308106
3859,TGT,Target Corporation,Consumer Services,Department/Specialty Retail Stores,NYSE,946115
3860,TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1001316
3861,THC,Tenet Healthcare Corporation,Health Care,Hospital/Nursing Management,NYSE,70318
3862,THFF,First Financial Corporation Indiana,Finance,Major Banks,NASDAQ,714562
3863,THG,"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers,NYSE,944695
3864,THLD,"Threshold Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1183765
3865,THM,International Tower Hill Mines Ltd,Basic Industries,Precious Metals,AMEX,1134115
3866,THO,"Thor Industries, Inc.",Consumer Non-Durables,Homebuilding,NYSE,730263
3867,THR,"Thermon Group Holdings, Inc.",Energy,Industrial Machinery/Components,NYSE,1489096
3868,THS,"Treehouse Foods, Inc.",Consumer Non-Durables,Packaged Foods,NYSE,1320695
3869,THST,"Truett-Hurst, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ,1564709
3870,TICC,TICC Capital Corp.,,,NASDAQ,1259429
3871,TIER,"TIER REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE,1045150
3872,TIF,Tiffany & Co.,Consumer Services,Consumer Specialties,NYSE,98246
3873,TIK,Tel-Instrument Electronics Corp.,Capital Goods,Electrical Products,AMEX,96885
3874,TIL,Till Capital Ltd.,Finance,Property-Casualty Insurers,NASDAQ,1370433
3875,TILE,"Interface, Inc.",Consumer Durables,Home Furnishings,NASDAQ,715787
3876,TIME,Time Inc.,Consumer Services,Newspapers/Magazines,NYSE,1591517
3877,TINY,"Harris & Harris Group, Inc.",Finance,Finance/Investors Services,NASDAQ,893739
3878,TIS,Orchids Paper Products Company,Basic Industries,Paper,AMEX,1324189
3879,TISA,"Top Image Systems, Ltd.",Technology,Computer peripheral equipment,NASDAQ,1021991
3880,TISI,"Team, Inc.",Consumer Services,Other Consumer Services,NYSE,845696
3881,TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores,NASDAQ,1409171
3882,TIVO,TiVo Corporation,Miscellaneous,Multi-Sector Companies,NASDAQ,1088825
3883,TJX,"TJX Companies, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,109198
3884,TK,Teekay Corporation,Transportation,Marine Transportation,NYSE,911971
3885,TKAI,"Tokai Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1404281
3886,TKF,"Turkish Investment Fund, Inc. (The)",,,NYSE,856218
3887,TKR,Timken Company (The),Capital Goods,Metal Fabrications,NYSE,98362
3888,TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel,NASDAQ,909724
3889,TLI,Western Asset Corporate Loan Fund Inc,,,NYSE,1068963
3890,TLLP,Tesoro Logistics LP,Energy,Natural Gas Distribution,NYSE,1507615
3891,TLP,TransMontaigne Partners L.P.,Energy,Natural Gas Distribution,NYSE,1319229
3892,TLYS,"Tilly&#39;s, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,1524025
3893,TM,Toyota Motor Corp Ltd Ord,Capital Goods,Auto Manufacturing,NYSE,1094517
3894,TMH,"Team Health Holdings, Inc.",Technology,Professional Services,NYSE,1082754
3895,TMHC,Taylor Morrison Home Corporation,Capital Goods,Homebuilding,NYSE,1562476
3896,TMK,Torchmark Corporation,Finance,Life Insurance,NYSE,320335
3897,TMO,Thermo Fisher Scientific Inc,Capital Goods,Industrial Machinery/Components,NYSE,97745
3898,TMP,Tompkins Financial Corporation,Finance,Major Banks,AMEX,1005817
3899,TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,1283699
3900,TNAV,"Telenav, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,1474439
3901,TNC,Tennant Company,Technology,Industrial Machinery/Components,NYSE,97134
3902,TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1438133
3903,TNET,"TriNet Group, Inc.",Miscellaneous,Business Services,NYSE,937098
3904,TNGO,"Tangoe, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,1182325
3905,TNH,"Terra Nitrogen Company, L.P.",Basic Industries,Agricultural Chemicals,NYSE,1162145
3906,TNK,Teekay Tankers Ltd.,Consumer Services,Marine Transportation,NYSE,1419945
3907,TNP,Tsakos Energy Navigation Ltd,Transportation,Marine Transportation,NYSE,1166663
3908,TOL,Toll Brothers Inc.,Capital Goods,Homebuilding,NYSE,794170
3909,TOO,Teekay Offshore Partners L.P.,Consumer Services,Marine Transportation,NYSE,1382298
3910,TOPS,TOP Ships Inc.,Transportation,Marine Transportation,NASDAQ,1296484
3911,TOUR,Tuniu Corporation,Consumer Services,Transportation Services,NASDAQ,1597095
3912,TOWR,"Tower International, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE,1485469
3913,TPB,"Turning Point Brands, Inc.",Consumer Non-Durables,Tobacco,NYSE,1290677
3914,TPC,Tutor Perini Corporation,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,NYSE,1091973
3915,TPH,"TRI Pointe Group, Inc.",Capital Goods,Homebuilding,NYSE,1561680
3916,TPHS,Trinity Place Holdings Inc.,Consumer Services,Building operators,AMEX,724742
3917,TPIV,TapImmune Inc.,Health Care,Major Pharmaceuticals,NASDAQ,1094038
3918,TPL,Texas Pacific Land Trust,Energy,Oil & Gas Production,NYSE,97517
3919,TPLM,Triangle Petroleum Corporation,Energy,Oil & Gas Production,AMEX,1281922
3920,TPRE,Third Point Reinsurance Ltd.,Finance,Property-Casualty Insurers,NYSE,1576018
3921,TPX,"Tempur Sealy International, Inc.",Consumer Durables,Home Furnishings,NYSE,1206264
3922,TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",,,NYSE,1408201
3923,TR,"Tootsie Roll Industries, Inc.",Consumer Non-Durables,Specialty Foods,NYSE,98677
3924,TRC,Tejon Ranch Co,Finance,Real Estate,NYSE,96869
3925,TRCB,Two River Bancorp,Finance,Major Banks,NASDAQ,1343034
3926,TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas Production,NASDAQ,1431959
3927,TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services,NASDAQ,1434621
3928,TREX,"Trex Company, Inc.",Basic Industries,Forest Products,NYSE,1069878
3929,TRGP,"Targa Resources, Inc.",Public Utilities,Natural Gas Distribution,NYSE,1389170
3930,TRI,Thomson Reuters Corp,Consumer Services,Publishing,NYSE,1074771
3931,TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,1526520
3932,TRK,"Speedway Motorsports, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,NYSE,934648
3933,TRMB,Trimble Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ,864749
3934,TRMK,Trustmark Corporation,Finance,Major Banks,NASDAQ,36146
3935,TRMR,"Tremor Video, Inc.",Technology,Advertising,NYSE,1375796
3936,TRN,"Trinity Industries, Inc.",Capital Goods,Railroads,NYSE,99780
3937,TRNO,Terreno Realty Corporation,Finance,Real Estate,NYSE,1476150
3938,TRNS,"Transcat, Inc.",Capital Goods,Electrical Products,NASDAQ,99302
3939,TROV,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,1213037
3940,TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ,1113169
3941,TROX,Tronox Limited,Basic Industries,Major Chemicals,NYSE,1530804
3942,TRP,TransCanada Corporation,Public Utilities,Natural Gas Distribution,NYSE,1232384
3943,TRQ,Turquoise Hill Resources Ltd.,Basic Industries,Precious Metals,NYSE,1158041
3944,TRR,"TRC Companies, Inc.",Consumer Services,Military/Government/Technical,NYSE,103096
3945,TRS,TriMas Corporation,Capital Goods,Industrial Specialties,NASDAQ,842633
3946,TRST,TrustCo Bank Corp NY,Finance,Major Banks,NASDAQ,357301
3947,TRT,Trio-Tech International,Technology,Industrial Machinery/Components,AMEX,732026
3948,TRU,TransUnion,Finance,Finance: Consumer Services,NYSE,912030
3949,TRUE,"TrueCar, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,1327318
3950,TRUP,"Trupanion, Inc.",Health Care,Medical Specialities,NASDAQ,1371285
3951,TRV,"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers,NYSE,1024124
3952,TRVN,"Trevena, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1429560
3953,TRX,Tanzanian Royalty Exploration Corporation,Basic Industries,Precious Metals,AMEX,1328910
3954,TRXC,"TransEnterix, Inc.",Health Care,Medical/Dental Instruments,AMEX,876378
3955,TSBK,"Timberland Bancorp, Inc.",Finance,Banks,NASDAQ,1046050
3956,TSC,"TriState Capital Holdings, Inc.",Finance,Major Banks,NASDAQ,1380846
3957,TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,NASDAQ,916365
3958,TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,NASDAQ,928876
3959,TSI,"TCW Strategic Income Fund, Inc.",,,NYSE,809559
3960,TSL,Trina Solar Limited,Technology,Semiconductors,NYSE,1382158
3961,TSLA,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,NASDAQ,1318605
3962,TSLF,THL Credit Senior Loan Fund,,,NYSE,1583001
3963,TSN,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,NYSE,100493
3964,TSNU,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,NYSE,1162721
3965,TSO,Tesoro Corporation,Energy,Integrated oil Companies,NYSE,50104
3966,TSRA,Tessera Holding Corporation ,Technology,Semiconductors,NASDAQ,1261694
3967,TSRI,"TSR, Inc.",Technology,EDP Services,NASDAQ,98338
3968,TSRO,"TESARO, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1491576
3969,TSS,"Total System Services, Inc.",Miscellaneous,Business Services,NYSE,721683
3970,TST,"TheStreet, Inc.",Consumer Services,Newspapers/Magazines,NASDAQ,1080056
3971,TTC,Toro Company (The),Capital Goods,Tools/Hardware,NYSE,737758
3972,TTEC,"TeleTech Holdings, Inc.",Technology,Professional Services,NASDAQ,1013880
3973,TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical,NASDAQ,831641
3974,TTF,"Thai Fund, Inc. (The)",,,NYSE,822794
3975,TTGT,"TechTarget, Inc.",Miscellaneous,Business Services,NASDAQ,1293282
3976,TTI,"Tetra Technologies, Inc.",Energy,Oil & Gas Production,NYSE,844965
3977,TTMI,"TTM Technologies, Inc.",Technology,Electrical Products,NASDAQ,1116942
3978,TTNP,"Titan Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,910267
3979,TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,1492674
3980,TTP,"Tortoise Pipeline & Energy Fund, Inc.",,,NYSE,1526329
3981,TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,1373707
3982,TTS,"Tile Shop Hldgs, Inc.",Consumer Services,Home Furnishings,NASDAQ,1552800
3983,TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,946581
