cik,ticker,title
1310291,BWVI,"PSYCHECEUTICAL BIOSCIENCE, INC."
1921865,ASPI,ASP Isotopes Inc.
1692427,NCSM,"NCS Multistage Holdings, Inc."
1463000,GRUSF,Grown Rogue International Inc.
839470,WWR,"WESTWATER RESOURCES, INC."
1687919,FGNV,FORGE INNOVATION DEVELOPMENT CORP.
1907184,ELBM,Electra Battery Materials Corp
25743,TXMD,"TherapeuticsMD, Inc."
1720161,CTRM,Castor Maritime Inc.
1661059,NXTC,"NextCure, Inc."
946563,RVP,RETRACTABLE TECHNOLOGIES INC
1477246,SANW,S&W Seed Co
1906133,ICCT,iCoreConnect Inc.
1901799,BTM,Bitcoin Depot Inc.
1843248,GSD,"Global System Dynamics, Inc."
740664,RFIL,R F INDUSTRIES LTD
1058307,NXPL,NextPlat Corp
1692415,CODX,"Co-Diagnostics, Inc."
1762359,ACRHF,"Acreage Holdings, Inc."
722572,FKWL,FRANKLIN WIRELESS CORP
1801762,MLYF,Western Magnesium Corp.
1776909,CURI,CuriosityStream Inc.
1943802,FSEA,"First Seacoast Bancorp, Inc."
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC."
1552743,UGHB,UNIVERSAL GLOBAL HUB INC.
867840,POCI,"PRECISION OPTICS CORPORATION, INC."
1463361,UBX,"Unity Biotechnology, Inc."
1858028,NOVV,Nova Vision Acquisition Corp
1834585,JOAN,JOANN Inc.
1813783,VMAR,Vision Marine Technologies Inc.
1914805,BANL,CBL International Ltd
1340476,DRTT,DIRTT ENVIRONMENTAL SOLUTIONS LTD
1420529,AACG,ATA Creativity Global
1951222,LAES,SEALSQ Corp
922247,CYTH,"Cyclo Therapeutics, Inc."
1678848,BIMT,CAMBELL INTERNATIONAL HOLDING CORP.
1815849,ATIP,"ATI Physical Therapy, Inc."
101594,USEG,US ENERGY CORP
1821468,YQ,17 Education & Technology Group Inc.
1738758,GSMG,GLORY STAR NEW MEDIA GROUP HOLDINGS Ltd
1640043,PXS,Pyxis Tankers Inc.
1434524,CLIR,ClearSign Technologies Corp
1841425,VGAS,"Verde Clean Fuels, Inc."
846913,FTEK,"FUEL TECH, INC."
1085921,MMTIF,MICROMEM TECHNOLOGIES INC
1452965,UTRS,MINERVA SURGICAL INC
1850079,TBIO,Telesis Bio Inc.
1853774,MCAF,Mountain Crest Acquisition Corp. IV
1638298,UGEIF,UGE International Ltd.
1596812,ENLV,Enlivex Therapeutics Ltd.
1023109,CVVUF,CANALASKA URANIUM LTD
1527096,MIRO,Miromatrix Medical Inc.
1365388,HSTI,"High Sierra Technologies, Inc."
1852767,MRT,"Marti Technologies, Inc."
1825349,CHSN,Chanson International Holding
1864032,ADRT,Ault Disruptive Technologies Corp
1742518,MTC,"MMTec, Inc."
1839132,MVLA,Movella Holdings Inc.
1580063,BIOR,"BIORA THERAPEUTICS, INC."
1000045,NICK,NICHOLAS FINANCIAL INC
850027,GRF,"EAGLE CAPITAL GROWTH FUND, INC."
1320350,LNSR,"LENSAR, Inc."
1574565,EVGN,Evogene Ltd.
81955,RAND,RAND CAPITAL CORP
1407583,BHLL,Bunker Hill Mining Corp.
888981,NNUP,NOCOPI TECHNOLOGIES INC/MD/
909724,TLF,TANDY LEATHER FACTORY INC
1394056,OSS,"ONE STOP SYSTEMS, INC."
939930,PYYX,"PYXUS INTERNATIONAL, INC."
1391933,QNTO,QUAINT OAK BANCORP INC
1843656,AMAO,American Acquisition Opportunity Inc.
1799448,ALGS,"Aligos Therapeutics, Inc."
764897,BRST,"Broad Street Realty, Inc."
312257,IVFH,INNOVATIVE FOOD HOLDINGS INC
101295,UG,UNITED GUARDIAN INC
1018735,NYMXF,NYMOX PHARMACEUTICAL CORP
1722926,ASLN,ASLAN Pharmaceuticals Ltd
1495651,UURAF,Ucore Rare Metals Inc.
1880613,DRCT,"Direct Digital Holdings, Inc."
84129,RAD,RITE AID CORP
1658678,BSEM,BIOSTEM TECHNOLOGIES
1849670,PBBK,"PB Bankshares, Inc."
1030471,UTSI,UTSTARCOM HOLDINGS CORP.
1413119,KBLB,"Kraig Biocraft Laboratories, Inc"
1514056,TRIQ,"TRAQIQ, INC."
351998,DAIO,DATA I/O CORP
1856028,SDIG,"Stronghold Digital Mining, Inc."
1592782,NUKK,Nukkleus Inc.
845819,KTEL,"KonaTel, Inc."
1769697,LITM,Snow Lake Resources Ltd.
1490161,SOWG,Sow Good Inc.
1369290,MYO,"MYOMO, INC."
1582554,MTNB,"Matinas BioPharma Holdings, Inc."
1830749,ACHL,Achilles Therapeutics plc
1560258,ECOR,"electroCore, Inc."
1677940,BYSI,BeyondSpring Inc.
1841387,CADL,"Candel Therapeutics, Inc."
1402945,RXMD,Progressive Care Inc.
1262104,MEIP,"MEI Pharma, Inc."
1876581,IMPP,Imperial Petroleum Inc./Marshall Islands
1172102,FSRL,FIRST RELIANCE BANCSHARES INC
1133062,JANL,JANEL CORP
1723580,BFI,"BurgerFi International, Inc."
1844507,AVHI,Achari Ventures Holdings Corp. I
1026980,APWC,ASIA PACIFIC WIRE & CABLE CORP LTD
1928948,CACO,Caravelle International Group
1757143,AIH,Aesthetic Medical International Holdings Group Ltd
1761911,NOWG,Nowigence Inc.
313364,MTR,MESA ROYALTY TRUST/TX
1172631,SUNW,"Sunworks, Inc."
1864055,MOXC,Moxian (BVI) Inc
1556266,GLG,"TD Holdings, Inc."
1785494,WBQNL,Woodbridge Liquidation Trust
1833214,SABS,"SAB Biotherapeutics, Inc."
1069394,FSI,FLEXIBLE SOLUTIONS INTERNATIONAL INC
1708341,AGAE,Allied Gaming & Entertainment Inc.
1181505,PYN,PIMCO NEW YORK MUNICIPAL INCOME FUND III
1483510,EXPR,"EXPRESS, INC."
1619544,JFU,9F Inc.
1714562,GAME,"GameSquare Holdings, Inc."
27093,USAU,U.S. GOLD CORP.
1696355,BEDU,Bright Scholar Education Holdings Ltd
845385,PIAC,PRINCETON CAPITAL CORP
1419041,FBRX,"Forte Biosciences, Inc."
1583648,PIRS,"PIERIS PHARMACEUTICALS, INC."
56701,KOSS,KOSS CORP
1643715,LISMF,LITHIUM SOUTH DEVELOPMENT Corp
1553788,SBEV,"SPLASH BEVERAGE GROUP, INC."
1742341,HKIT,HiTek Global Inc.
1015739,AWRE,AWARE INC /MA/
1404644,NLTX,"Neoleukin Therapeutics, Inc."
1530766,BSGM,"BioSig Technologies, Inc."
1819113,SNCE,"Science 37 Holdings, Inc."
1505512,RGLS,Regulus Therapeutics Inc.
825324,GTIM,Good Times Restaurants Inc.
1850906,OMIC,"Singular Genomics Systems, Inc."
1709626,NCNA,NuCana plc
1495231,IZEA,"IZEA Worldwide, Inc."
1493130,MAPPF,PROSTAR HOLDINGS INC. /BC
1595248,GNPX,"Genprex, Inc."
1944902,OMH,Ohmyhome Ltd
1962911,INFT,Infinity Bancorp
1842498,OTMO,Otonomo Technologies Ltd.
1667313,ZDGE,"Zedge, Inc."
1636051,FUST,FUSE GROUP HOLDING INC.
1724979,RAIN,Rain Oncology Inc.
1939696,ETAO,"ETAO International Co., Ltd."
1929589,MRDB,MariaDB plc
1472619,LONCF,Loncor Gold Inc.
1487718,BLTH,"AMERICAN BATTERY MATERIALS, INC."
1616262,RMCF,"Rocky Mountain Chocolate Factory, Inc."
1846084,JETMF,Global Crossing Airlines Group Inc.
1042187,CTIB,YUNHONG GREEN CTI LTD.
927719,DWNX,DELHI BANK CORP
1665300,PHUN,"Phunware, Inc."
1762239,KAVL,"Kaival Brands Innovations Group, Inc."
1650575,BRQS,"Borqs Technologies, Inc."
1098146,PNBK,PATRIOT NATIONAL BANCORP INC
87802,SCND,SCIENTIFIC INDUSTRIES INC
1078207,NLS,"NAUTILUS, INC."
1844971,GREE,Greenidge Generation Holdings Inc.
1468639,VICP,"Vicapsys Life Sciences, Inc."
829323,INUV,"Inuvo, Inc."
1894954,XPON,Expion360 Inc.
1367408,OILY,Sino American Oil Co
1627282,CWD,CaliberCos Inc.
1406944,TRBMF,TORQ RESOURCES INC.
1321834,MYMD,"MyMD Pharmaceuticals, Inc."
833021,CIF,MFS INTERMEDIATE HIGH INCOME FUND
1263364,COPR,Idaho Copper Corp
1131312,ZNOG,ZION OIL & GAS INC
946454,FGH,FG Group Holdings Inc.
1836242,TKLF,"Yoshitsu Co., Ltd"
1816708,OWLT,"Owlet, Inc."
1108645,CIPI,Correlate Energy Corp.
1855467,CLAY,Chavant Capital Acquisition Corp.
1740279,INAB,"IN8BIO, INC."
1651932,XITO,"Xenous Holdings, Inc."
1804469,GFAI,"Guardforce AI Co., Ltd."
1672571,ACHN,Antiaging Quantum Living Inc.
1496383,ILUS,Ilustrato Pictures International Inc.
1404281,ELDN,"Eledon Pharmaceuticals, Inc."
1783032,ELEV,"Elevation Oncology, Inc."
1595097,CRBP,"Corbus Pharmaceuticals Holdings, Inc."
1759186,COEP,"Coeptis Therapeutics Holdings, Inc."
1517496,BTCM,BIT Mining Ltd
1107421,TCRT,"Alaunos Therapeutics, Inc."
1751876,PAVS,Paranovus Entertainment Technology Ltd.
1091596,AURX,"Nuo Therapeutics, Inc."
1498067,CTGL,"CITRINE GLOBAL, CORP."
89140,SVT,SERVOTRONICS INC /DE/
1616741,PATI,"PATRIOT TRANSPORTATION HOLDING, INC."
1933567,NRXS,"Neuraxis, INC"
1820875,CXAI,CXApp Inc.
1757097,CNTG,Centogene N.V.
907654,ABIO,"ARCA biopharma, Inc."
946644,AIM,AIM ImmunoTech Inc.
1928581,FTEL,Fitell Corp
856128,MFV,MFS SPECIAL VALUE TRUST
1775194,UPXI,"UPEXI, INC."
1847075,SAI,SAI.TECH Global Corp
888721,TRIB,TRINITY BIOTECH PLC
1757715,ATER,"Aterian, Inc."
1210618,SPI,"SPI Energy Co., Ltd."
1479419,KALA,"KALA BIO, Inc."
838875,WVVI,WILLAMETTE VALLEY VINEYARDS INC
1626745,FVTI,"Fortune Valley Treasures, Inc."
1498148,AITX,Artificial Intelligence Technology Solutions Inc.
771999,DSS,"DSS, INC."
1288770,XTGRF,XTRA-GOLD RESOURCES CORP
1861622,JTAI,Jet.AI Inc.
1887603,HCNWF,Hypercharge Networks Corp.
1347858,XXII,"22nd Century Group, Inc."
1962738,CASI,"CASI Pharmaceuticals, Inc."
1785566,ZCMD,Zhongchao Inc.
862022,HGTXU,HUGOTON ROYALTY TRUST
1006045,IRIX,IRIDEX CORP
1036848,MPU,Mega Matrix Corp.
1905660,HUBC,Hub Cyber Security Ltd.
65759,MPAD,MICROPAC INDUSTRIES INC
1863460,PPHP,PHP Ventures Acquisition Corp.
1859035,MCAG,Mountain Crest Acquisition Corp. V
1777319,CISO,"CISO Global, Inc."
1763660,SEAV,SEATech Ventures Corp.
1309082,CEI,"CAMBER ENERGY, INC."
1056285,KIRK,"KIRKLAND'S, INC"
1596856,LEJU,Leju Holdings Ltd
1854368,DGHI,Digihost Technology Inc.
1835059,ARVL,Arrival
1419275,RVYL,RYVYL Inc.
315958,CRMZ,CREDITRISKMONITOR COM INC
1779476,KRKR,36Kr Holdings Inc.
1682056,GTAGF,GOLDEN TAG RESOURCES LTD.
1144546,HWTR,"HFactor, Inc."
1088413,GLGI,"GREYSTONE LOGISTICS, INC."
1570843,GEBRF,Greenbriar Capital Corp.
1321517,SRNW,Stratos Renewables Corp
1708599,AGE,"AgeX Therapeutics, Inc."
1746466,EQ,"Equillium, Inc."
66418,MXC,MEXCO ENERGY CORP
1779578,QLI,Qilian International Holding Group Ltd
1771706,GDNSF,"Goodness Growth Holdings, Inc."
1642380,OCX,Oncocyte Corp
1351172,LMNL,Liminal BioSciences Inc.
1783036,NLSP,NLS Pharmaceutics Ltd.
1854270,SNTI,"Senti Biosciences, Inc."
1074828,KNW,"KNOW LABS, INC."
722313,NSYS,NORTECH SYSTEMS INC
1840292,HLGN,"Heliogen, Inc."
1158780,PLUR,Pluri Inc.
1099160,BBGI,BEASLEY BROADCAST GROUP INC
868822,CRCUF,Canagold Resources Ltd.
1412126,RMSL,RemSleep Holdings Inc.
1606698,ALPP,"ALPINE 4 HOLDINGS, INC."
87050,NEON,Neonode Inc.
1624422,PHXM,PHAXIAM Therapeutics S.A.
1482436,AGXPF,SILVER X MINING CORP.
1512922,PETV,"PetVivo Holdings, Inc."
1398172,NASO,"Naples Soap Company, Inc."
896494,SNT,SENSTAR TECHNOLOGIES LTD.
1000230,OCC,OPTICAL CABLE CORP
1769116,VIAO,VIA optronics AG
1620749,PHCI,Panamera Holdings Corp
1393781,QIND,Quality Industrial Corp.
1487197,BRFH,BARFRESH FOOD GROUP INC.
1297937,PRKA,"PARKS AMERICA, INC"
1075880,KZIA,KAZIA THERAPEUTICS LTD
1708493,HARP,"Harpoon Therapeutics, Inc."
10048,BRN,BARNWELL INDUSTRIES INC
1126234,LUMO,"LUMOS PHARMA, INC."
1744494,ADN,"ADVENT TECHNOLOGIES HOLDINGS, INC."
1703073,VIVC,VIVIC CORP.
1546296,IPDN,"Professional Diversity Network, Inc."
1913838,VWFB,"VWF Bancorp, Inc."
1604738,AINC,Ashford Inc.
1397016,OPXS,Optex Systems Holdings Inc
837852,IDEX,"IDEANOMICS, INC."
1318482,KDOZF,KIDOZ INC.
1553404,PGTK,Pacific Green Technologies Inc.
1101433,QMCI,QUOTEMEDIA INC
1865429,OAKV,"Oak View Bankshares, Inc."
1724542,CLPS,CLPS Inc
1854583,ASPA,"Abri SPAC I, Inc."
1346610,SOS,SOS Ltd
1087294,CPIX,CUMBERLAND PHARMACEUTICALS INC
1577445,SCTC,Odysight.ai Inc.
1857044,INDP,"Indaptus Therapeutics, Inc."
718332,RAVE,"RAVE RESTAURANT GROUP, INC."
1597892,JRSS,JRSIS HEALTH CARE Corp
1425627,SOBR,"SOBR Safe, Inc."
83350,RSRV,RESERVE PETROLEUM CO
1160798,OOGI,"C2E ENERGY, INC."
1083220,XELB,"XCel Brands, Inc."
1413898,DALN,DallasNews Corp
1575858,PUBC,PureBase Corp
882361,APTO,Aptose Biosciences Inc.
732026,TRT,TRIO-TECH INTERNATIONAL
1869137,MHUBF,MineHub Technologies Inc.
61004,LGL,LGL GROUP INC
1650287,QYOUF,QYOU Media Inc.
883975,MBOT,Microbot Medical Inc.
880406,CUBA,HERZFELD CARIBBEAN BASIN FUND INC
1766140,UNCY,"Unicycive Therapeutics, Inc."
352955,CKX,"CKX LANDS, INC."
1413891,HWNI,"HIGH WIRE NETWORKS, INC."
1039280,NTWK,NETSOL TECHNOLOGIES INC
1826135,MHHC,MHHC Enterprises Inc.
1054721,BSQR,BSQUARE CORP /WA
1783432,TETOF,Tectonic Metals Inc.
1282224,DLPN,"Dolphin Entertainment, Inc."
1876766,LICN,Lichen China Ltd
1370292,VSMR,VERIFY SMART CORP.
1854963,SHFS,"SHF Holdings, Inc."
1038277,INIS,INTERNATIONAL ISOTOPES INC
1826681,STRC,Sarcos Technology & Robotics Corp
728385,MEEC,Midwest Energy Emissions Corp.
1872525,SWAG,"Stran & Company, Inc."
1015155,CTHR,CHARLES & COLVARD LTD
1359931,TARA,"Protara Therapeutics, Inc."
1545634,CDBMF,Cordoba Minerals Corp.
1074871,MODD,"Modular Medical, Inc."
1691221,FRSX,Foresight Autonomous Holdings Ltd.
764195,VBIV,VBI Vaccines Inc/BC
1783407,LIZI,LIZHI INC.
1652539,SNRG,SusGlobal Energy Corp.
1828098,STKH,Steakholder Foods Ltd.
1378140,OPTT,"Ocean Power Technologies, Inc."
1481241,PSHG,Performance Shipping Inc.
1178697,SONM,SONIM TECHNOLOGIES INC
1625285,ARMV,Arma Services Inc
1702318,AHG,Akso Health Group
1321851,SEED,Origin Agritech LTD
1419951,DTST,Data Storage Corp
1872356,MKUL,"Molekule Group, Inc."
1614744,PPBT,PURPLE BIOTECH LTD.
8504,UAVS,AgEagle Aerial Systems Inc.
1326205,IGC,"IGC Pharma, Inc."
1600422,SDPI,"Superior Drilling Products, Inc."
1701478,AZTR,Azitra Inc
1878313,MAIA,"MAIA Biotechnology, Inc."
1500198,NMTC,NEUROONE MEDICAL TECHNOLOGIES Corp
1881472,MEGL,Magic Empire Global Ltd
1449349,RDGL,VIVOS INC
1579157,VNCE,VINCE HOLDING CORP.
1832415,BTTX,"Better Therapeutics, Inc."
1751707,UNXP,United Express Inc.
1815436,AHI,Advanced Health Intelligence Ltd
79661,PRSI,PORTSMOUTH SQUARE INC
1403674,OMHI,Portage Resources Inc.
911216,PTN,PALATIN TECHNOLOGIES INC
1620179,XELA,"Exela Technologies, Inc."
1592560,TEDU,"Tarena International, Inc."
1066764,BTTC,Bitech Technologies Corp
1445815,BIXT,"BIOXYTRAN, INC"
1819704,MRM,Medirom Healthcare Technologies Inc.
1156041,HUSA,HOUSTON AMERICAN ENERGY CORP
1537435,TGEN,TECOGEN INC.
1098880,IGXT,IntelGenx Technologies Corp.
725394,DFCO,DALRADA FINANCIAL CORP
1509223,MTBL,"Moatable, Inc."
91668,SODI,SOLITRON DEVICES INC
1231339,ASRE,"Astra Energy, Inc."
700764,VYEY,"VICTORY OILFIELD TECH, INC."
1677077,ALZN,"Alzamend Neuro, Inc."
1539680,HMMR,HAMMER FIBER OPTICS HOLDINGS CORP
1634293,EXDW,"Exceed World, Inc."
1736243,ACXP,"Acurx Pharmaceuticals, Inc."
1557376,OCEL,"Organicell Regenerative Medicine, Inc."
1109486,EDXC,Endexx Corp
899782,NOM,NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND
1892025,OHCS,"Optimus Healthcare Services, Inc."
857949,CGA,"China Green Agriculture, Inc."
1518561,EWGFF,Eat Well Investment Group Inc.
1004989,SGRP,"SPAR Group, Inc."
1132979,FRCB,FIRST REPUBLIC BANK
1253176,VAPO,VAPOTHERM INC
1563568,EVTV,"Envirotech Vehicles, Inc."
806517,PMD,PSYCHEMEDICS CORP
1304161,PBSV,"Pharma-Bio Serv, Inc."
314227,TOMZ,"TOMI Environmental Solutions, Inc."
1307579,LIQT,LIQTECH INTERNATIONAL INC
895665,CLRD,"Clearday, Inc."
1809158,KUKE,Kuke Music Holding Ltd
1738699,WKEY,Wisekey International Holding S.A.
1134765,CHUC,"Charlie's Holdings, Inc."
1288855,OPHC,"OptimumBank Holdings, Inc."
1391135,LIFD,LFTD PARTNERS INC.
1538495,ETST,"Earth Science Tech, Inc."
1551693,SIEN,"Sientra, Inc."
1583771,HEPA,"Hepion Pharmaceuticals, Inc."
1296774,NCTY,The9 LTD
1781726,NPLS,NP Life Sciences Health Industry Group Inc.
1719406,NRXP,"NRX Pharmaceuticals, Inc."
1908984,ENDI,ENDI Corp.
920990,WOWI,METRO ONE TELECOMMUNICATIONS INC
75340,PFIN,P&F INDUSTRIES INC
1460602,ORGS,Orgenesis Inc.
1654672,PNPL,"PINEAPPLE, INC."
1903995,MGIH,Millennium Group International Holdings Ltd
1871983,ANGH,Anghami Inc
1912847,USEA,United Maritime Corp
1171838,SUND,"Sundance Strategies, Inc."
1733413,TFFP,"TFF Pharmaceuticals, Inc."
830616,SCIA,"SCI Engineered Materials, Inc."
885462,GURE,"GULF RESOURCES, INC."
1546853,SKKY,"Skkynet Cloud Systems, Inc."
1891791,TGGI,"TRANS GLOBAL GROUP, INC."
1707303,DOGZ,Dogness (International) Corp
1023994,SGBX,SAFE & GREEN HOLDINGS CORP.
942126,TAIT,TAITRON COMPONENTS INC
1840780,LOCL,Local Bounti Corporation/DE
1934245,SPGC,"Sacks Parente Golf, Inc."
1157075,PMCB,"PharmaCyte Biotech, Inc."
1680048,MBIO,"MUSTANG BIO, INC."
768216,LOGQ,"Coyni, Inc."
1279704,CLRB,"Cellectar Biosciences, Inc."
1450704,VIVK,"Vivakor, Inc."
730255,CAMP,CalAmp Corp.
1276531,SCGY,"SCIENTIFIC ENERGY, INC"
1575295,ALID,Allied Corp.
1961592,GSHRF,GOLDSHORE RESOURCES INC.
1829802,SNSE,"Sensei Biotherapeutics, Inc."
1335112,LGIQ,"LOGIQ, INC."
1397047,FPAY,"FlexShopper, Inc."
1762322,SFT,"SHIFT TECHNOLOGIES, INC."
1652561,DQWS,DSwiss Inc
1785056,TRNR,"Interactive Strength, Inc."
1418149,HLRTF,Hillcrest Energy Technologies Ltd.
1582982,CCLD,"CareCloud, Inc."
1787518,BRLI,Brilliant Acquisition Corp
1697818,ICLK,iClick Interactive Asia Group Ltd
1828253,EVAX,Evaxion Biotech A/S
1465470,SHMP,NaturalShrimp Inc
1535955,LPCN,Lipocine Inc.
915358,SGMA,SIGMATRON INTERNATIONAL INC
1610590,CHEK,Check-Cap Ltd
1103795,QSEP,"QS Energy, Inc."
1741534,MDJH,MDJM LTD
890066,GLBZ,GLEN BURNIE BANCORP
878932,EQS,"EQUUS TOTAL RETURN, INC."
1417663,SNWV,"SANUWAVE Health, Inc."
1830072,IPW,iPower Inc.
1679817,OZSC,"OZOP ENERGY SOLUTIONS, INC."
1676047,NTRB,NutriBand Inc.
1689448,PNXLF,Argentina Lithium & Energy Corp.
1944399,ELWS,"Earlyworks Co., Ltd."
1069308,ACER,Acer Therapeutics Inc.
1892322,HTCR,"HeartCore Enterprises, Inc."
1051514,SSKN,"STRATA Skin Sciences, Inc."
1445499,IMPL,IMPEL PHARMACEUTICALS INC
1005516,BOSC,BOS BETTER ONLINE SOLUTIONS LTD
1874097,CYN,Cyngn Inc.
1116548,MXROF,MAX RESOURCE CORP.
1412486,COCP,"Cocrystal Pharma, Inc."
1021096,TRKA,"Troika Media Group, Inc."
1790169,FLGC,Flora Growth Corp.
1527599,SYBX,"SYNLOGIC, INC."
1624512,BOXL,Boxlight Corp
1784851,SHPW,"Shapeways Holdings, Inc."
1671132,SONG,Music Licensing Inc.
719494,INRD,"Inrad Optics, Inc."
1784254,MDIA,Mediaco Holding Inc.
1807983,MDNA,Medicenna Therapeutics Corp.
1082324,VHC,VirnetX Holding Corp
1785592,LFLY,"Leafly Holdings, Inc. /DE"
1056358,MTEX,MANNATECH INC
1090396,TBTC,TABLE TRAC INC
1414382,CLEV,Concrete Leveling Systems Inc
1832487,GUER,"Guerrilla RF, Inc."
1638097,ENTX,Entera Bio Ltd.
1709819,FEDU,Four Seasons Education (Cayman) Inc.
1708527,ELUT,ELUTIA INC.
90168,SIF,SIFCO INDUSTRIES INC
1657214,ILAL,International Land Alliance Inc.
1713923,JT,Jianpu Technology Inc.
1823365,GBNY,"Generations Bancorp NY, Inc."
1900564,WRNT,WARRANTEE INC.
1355839,PALT,"PALTALK, INC."
33992,KINS,"KINGSTONE COMPANIES, INC."
1747661,ADD,"Color Star Technology Co., Ltd."
1138867,EESH,"EESTech, Inc."
1633438,AZREF,Azure Power Global Ltd
1770141,UPH,"UpHealth, Inc."
797465,STLY,"HG Holdings, Inc."
1270436,COHN,Cohen & Co Inc.
1826671,NIR,"Near Intelligence, Inc."
880984,ACFN,"ACORN ENERGY, INC."
1013706,WHLM,"Wilhelmina International, Inc."
1698702,ARGC,ARION GROUP CORP.
840715,CLRO,CLEARONE INC
1305253,EIGR,"Eiger BioPharmaceuticals, Inc."
1899005,BMR,Beamr Imaging Ltd.
1533030,CRYM,"Cryomass Technologies, Inc."
1819794,HTOO,Fusion Fuel Green PLC
1534133,CALC,"CalciMedica, Inc."
867038,SPND,SPINDLETOP OIL & GAS CO
1260990,ONCT,"Oncternal Therapeutics, Inc."
1166272,GENE,GENETIC TECHNOLOGIES LTD
1445283,KA,"KINETA, INC./DE"
1074543,FBPI,FIRST BANCORP OF INDIANA INC
1630176,HYEX,HEALTHY EXTRACTS INC.
1637890,CYADY,Celyad Oncology SA
1610682,USDP,USD Partners LP
1124105,CBIO,"CATALYST BIOSCIENCES, INC."
86115,SFE,SAFEGUARD SCIENTIFICS INC
1499780,GLBS,GLOBUS MARITIME LTD
1934064,OSA,"ProSomnus, Inc."
1840102,SPTY,"SPECIFICITY, INC."
73290,BMRA,BIOMERICA INC
1376231,VPRB,"VPR Brands, LP."
1978811,GOVB,"Gouverneur Bancorp, Inc./MD/"
1008848,ACOR,"Acorda Therapeutics, Inc."
1739174,PHGE,BiomX Inc.
1741220,CWPE,CW Petroleum Corp
1451512,UNRV,"Unrivaled Brands, Inc."
1686000,JGLDF,Japan Gold Corp.
1425355,MCVT,"Mill City Ventures III, Ltd"
1083522,JSDA,JONES SODA CO
1339688,LCGMF,LION COPPER & GOLD CORP.
1829966,EBET,"EBET, Inc."
1477009,CANN,TREES Corp (Colorado)
1708441,GEHI,"Gravitas Education Holdings, Inc."
1603207,VBLT,Vascular Biogenics Ltd.
866439,DPLS,"DarkPulse, Inc."
1518461,AMPG,"AmpliTech Group, Inc."
1884072,JEWL,Adamas One Corp.
1672572,LNBY,Landbay Inc
1086745,AYRO,"AYRO, Inc."
1737339,JG,Aurora Mobile Ltd
1541157,AKTX,Akari Therapeutics Plc
1568385,BMTM,"Bright Mountain Media, Inc."
1083490,SRRE,SUNRISE REAL ESTATE GROUP INC
98338,TSRI,TSR INC
747540,SPRS,SURGE COMPONENTS INC
1638287,NRBO,"NeuroBo Pharmaceuticals, Inc."
1474167,COSM,Cosmos Health Inc.
1829794,VLCN,"Volcon, Inc."
744452,APDN,APPLIED DNA SCIENCES INC
1540159,EDSA,"Edesa Biotech, Inc."
1938046,MGRX,"MANGOCEUTICALS, INC."
1737523,BGLC,BioNexus Gene Lab Corp
1356093,CREX,"CREATIVE REALITIES, INC."
707388,STRR,"STAR EQUITY HOLDINGS, INC."
1123267,HANNF,Hannan Metals Ltd.
1829247,BFRG,"BullFrog AI Holdings, Inc."
1699709,YJGJ,YIJIA GROUP CORP.
1630113,BTCY,BIOTRICITY INC.
1677897,UPYY,UPAY
1839285,HCTI,"Healthcare Triangle, Inc."
1603978,AQB,"AquaBounty Technologies, Inc."
1814963,ILAG,Intelligent Living Application Group Inc.
19871,CVR,CHICAGO RIVET & MACHINE CO
1725872,BMTX,"BM Technologies, Inc."
1066923,FTFT,Future FinTech Group Inc.
1487839,LKCO,Luokung Technology Corp.
1001907,ASTC,ASTROTECH Corp
1015647,AAU,ALMADEN MINERALS LTD
1743971,MOGU,MOGU Inc.
1591956,ANY,Sphere 3D Corp.
1558924,PKKFF,Tenet Fintech Group Inc.
1938865,TCJH,Top KingWin Ltd
1285170,ITMSF,INTERMAP TECHNOLOGIES CORP
1574094,RNXT,"RenovoRx, Inc."
1622345,POLA,"Polar Power, Inc."
724742,TPHS,Trinity Place Holdings Inc.
1855557,HLP,Hongli Group Inc.
1756180,NCRA,"NOCERA, INC."
1629210,PZG,Paramount Gold Nevada Corp.
1445109,NSGP,NewStream Energy Technologies Group Inc
1236275,SSNT,"SilverSun Technologies, Inc."
1837493,IINN,Inspira Technologies OXY B.H.N. Ltd
1807887,LASE,Laser Photonics Corp
1818844,VIRI,"Virios Therapeutics, Inc."
1113313,AVNI,ARVANA INC
1066130,FEMFF,FE Battery Metals Corp.
1800315,GLTO,"Galecto, Inc."
1930419,ALRTF,ALR Technologies SG Ltd.
1761510,TLLTF,TILT Holdings Inc.
1544400,NFTN,NFiniTi inc.
1706524,UGRO,"urban-gro, Inc."
1101026,ZIVO,"Zivo Bioscience, Inc."
1844417,UPTD,TradeUP Acquisition Corp.
1716338,PT,Pintec Technology Holdings Ltd
1807893,SPFX,"STANDARD PREMIUM FINANCE HOLDINGS, INC."
1901215,BNRG,Brenmiller Energy Ltd.
1130598,ONTX,"Onconova Therapeutics, Inc."
704172,PHIL,PHI GROUP INC
1365916,AMRSQ,"AMYRIS, INC."
1050606,SALM,"SALEM MEDIA GROUP, INC. /DE/"
1768910,GRCYF,Greencity Acquisition Corp
1955083,GESI,"General European Strategic Investments, Inc."
1476963,NHWK,"NightHawk Biosciences, Inc."
885307,JCTCF,JEWETT CAMERON TRADING CO LTD
1796129,VINC,"Vincerx Pharma, Inc."
